term,POS,sentiment
penitent,adj,1
penitential,adj,0
penitentiary,adj,-2
penitently,adv,1
penknife,n,0
penknives,n,0
penlight,n,0
penmanship,n,0
pennant,n,0
penniless,adj,-1
pennon,n,0
penny,n,0
penny-pinching,adj,-1
pennyweight,n,0
penology,n,0
pension,v,0
pensioner,n,0
pensive,adj,0
pensively,adv,0
pent,adj,0
pentagon,n,0
pentagonal,adj,0
pentameter,n,0
pentathlon,n,0
pentecostal,adj,0
penthouse,n,0
pent-up,adj,-1
penultimate,adj,0
penurious,adj,-2
penury,n,-2
peon,n,-1
peony,n,0
people,v,0
pep,n,0
pepper,v,0
peppercorn,n,0
peppermint,n,0
pepperoni,n,0
peppery,adj,0
peppy,adj,1
pepsin,n,0
peptic,adj,0
per,prep,0
perambulate,v,0
percale,n,0
perceive,v,0
percent,n,0
percentage,n,0
percentile,n,0
perceptible,adj,0
perceptibly,adv,0
perception,n,0
perceptive,adj,2
perceptively,adv,2
perceptiveness,n,2
perceptual,adj,0
perch,v,0
perchance,adv,0
percolate,v,0
percolation,n,0
percolator,n,0
percussion,n,0
percussionist,n,0
perdition,n,-2
peregrination,n,0
peremptorily,adv,-2
peremptory,adj,-2
perennial,adj,0
perennially,adv,0
perfect,adj,3
perfect,v,2
perfectible,adj,1
perfection,n,3
perfectionism,n,0
perfectionist,n,0
perfectly,adv,3
perfidious,adj,-2
perfidy,n,-2
perforate,adj,0
perforate,v,0
perforation,n,0
perforce,adv,0
perform,v,0
performance,n,0
performer,n,0
perfume,v,0
perfumery,n,0
perfunctorily,adv,-1
perfunctory,adj,-1
perhaps,adv,0
perigee,n,0
peril,n,-2
perilous,adj,-2
perilously,adv,-2
perimeter,n,0
period,n,0
periodic,adj,0
periodical,adj,0
periodically,adv,0
periodontal,adj,0
peripatetic,adj,0
peripheral,adj,0
periphery,n,0
periscope,n,0
perish,v,-2
perishable,adj,-1
peritonitis,n,-1
periwinkle,n,0
perjure,v,-2
perjurer,n,-2
perjury,n,-2
perk,v,0
perky,adj,1
perm,v,0
permafrost,n,0
permanence,n,0
permanent,adj,0
permanently,adv,0
permeability,n,0
permeable,adj,0
permeate,v,0
permissible,adj,1
permission,n,0
permissive,adj,1
permissively,adv,-1
permissiveness,n,0
permit,v,0
permutation,n,0
pernicious,adj,-2
perniciously,adv,-2
peroration,n,0
peroxide,v,0
perpendicular,adj,0
perpetrate,v,-2
perpetration,n,-1
perpetrator,n,-1
perpetual,adj,0
perpetually,adv,-1
perpetuate,v,0
perpetuation,n,0
perpetuity,n,0
perplex,v,-1
perplexed,adj,-1
perplexing,adj,-1
perplexity,n,-1
perquisite,n,2
persecute,v,-2
persecution,n,-2
persecutor,n,-2
perseverance,n,2
persevere,v,1
persian,adj,0
persimmon,n,0
persist,v,0
persistence,n,0
persistent,adj,0
persistently,adv,0
persnickety,adj,-2
person,n,0
personable,adj,1
personage,n,0
personal,adj,0
personality,n,0
personalize,v,0
personally,adv,0
personification,n,0
personify,v,0
personnel,n,0
perspective,n,0
perspicacious,adj,1
perspicacity,n,2
perspiration,n,0
perspire,v,0
persuade,v,0
persuasion,n,0
persuasive,adj,1
persuasively,adv,2
persuasiveness,n,0
pert,adj,1
pertain,v,0
pertinacious,adj,-1
pertinacity,n,0
pertinence,n,0
pertinent,adj,0
pertly,adv,1
pertness,n,1
perturb,v,-1
perturbation,n,-1
perusal,n,0
peruse,v,0
pervade,v,0
pervasive,adj,-1
perverse,adj,-2
perversely,adv,-2
perverseness,n,-2
perversion,n,-2
perversity,n,-2
pervert,v,-2
perverted,adj,-2
peseta,n,0
pesky,adj,-1
peso,n,0
pessimism,n,-1
pessimist,n,-1
pessimistic,adj,-1
pessimistically,adv,-2
pest,n,-2
pester,v,-1
pesticide,n,-1
pestilence,n,-2
pestilent,adj,-2
pestle,v,0
pet,adj,0
pet,v,0
petal,n,0
peter,n,0
petiole,n,0
petite,adj,0
petition,v,0
petitioner,n,0
petrel,n,0
petrifaction,n,-1
petrify,v,-2
petrochemical,n,0
petrol,n,0
petroleum,n,0
petticoat,n,0
pettiness,n,-2
petty,adj,-1
petulance,n,-2
petulant,adj,-2
petulantly,adv,-2
petunia,n,0
pew,n,0
pewter,n,0
pg.,n,0
pH,n,0
phalanges,n,0
phalanx,n,0
phalli,n,0
phallic,adj,0
phallus,n,0
phantasm,n,0
phantasmagoria,n,0
phantasy,n,0
phantom,adj,0
pharisaic,adj,-2
pharmaceutical,adj,0
pharmacist,n,0
pharmacologist,n,0
pharmacology,n,0
pharmacy,n,0
pharyngeal,adj,0
pharynges,n,0
pharynx,n,0
phase,v,0
pheasant,n,0
phenobarbital,n,0
phenomena,n,0
phenomenal,adj,3
phenomenally,adv,2
phenomenon,n,0
pheromone,n,0
phial,n,0
philanderer,n,-2
philanthropic,adj,2
philanthropist,n,1
philanthropy,n,1
philatelist,n,0
philately,n,0
philharmonic,adj,0
philippine,adj,0
philistine,adj,-2
philodendron,n,0
philological,adj,0
philologist,n,0
philology,n,0
philosopher,n,0
philosophic,adj,1
philosophical,adj,0
philosophically,adv,0
philosophize,v,0
philosophy,n,0
philter,n,0
phlebitis,n,-2
phlegm,n,-1
phlegmatic,adj,-1
phloem,n,0
phlox,n,0
phobia,n,-1
phobic,adj,-1
phoebe,n,0
phoenix,n,0
phone,v,0
phoneme,n,0
phonemic,adj,0
phonemic,adv,0
phonetic,adj,0
phonetician,n,0
phonetics,n,0
phoney,adj,-1
phonic,adj,0
phonics,n,0
phoniness,n,-2
phonograph,n,0
phonological,adj,0
phonology,n,0
phony,adj,-2
phooey,n,-1
phosphate,n,0
phosphorescence,n,0
phosphorescent,adj,0
phosphorus,n,0
photo,n,0
photocopier,n,0
photocopy,v,0
photoelectric,adj,0
photogenic,adj,2
photograph,v,0
photographer,n,0
photographic,adj,0
photographically,adv,0
photography,n,0
photojournalism,n,0
photon,n,0
photosynthesis,n,0
phrasal,adj,0
phrase,v,0
phraseology,n,0
phyla,n,0
phylum,n,0
physical,adj,0
physically,adv,0
physician,n,0
physicist,n,0
physics,n,0
physiognomy,n,0
physiological,adj,0
physiologist,n,0
physiology,n,0
physiotherapist,n,0
physiotherapy,n,0
physique,n,0
pi,n,0
pianissimo,adj,0
pianissimo,adv,0
pianist,n,0
piano,adj,0
piano,adv,0
pianoforte,n,0
piazza,n,0
pica,n,0
picaresque,adj,0
picayune,adj,-1
piccalilli,n,0
piccolo,n,0
pick,v,0
pickax,n,0
pickaxe,n,0
picker,n,0
pickerel,n,0
picket,v,-1
pickings,n,0
pickle,v,0
pickpocket,n,-1
pickup,n,0
picky,adj,-1
picnic,v,0
picnicker,n,0
pictograph,n,0
pictorial,adj,0
pictorially,adv,0
picture,v,0
picturesque,adj,2
piddle,v,0
piddling,adj,-1
pidgin,n,0
pie,n,0
piebald,adj,0
piece,v,0
piecemeal,adj,0
piecemeal,adv,0
piecework,n,0
pied,adj,0
pier,n,0
pierce,v,0
piercing,adj,0
piercingly,adv,0
piety,n,2
pig,v,0
pigeon,n,0
pigeonhole,v,-1
pigeon-toed,adj,-1
piggish,adj,-2
piggishness,n,-1
piggy,adj,-2
piggyback,adv,0
piggyback,v,0
pigheaded,adj,-2
piglet,n,0
pigment,v,0
pigmentation,n,-1
pigmy,n,-1
pigpen,n,0
pigskin,n,0
pigsty,n,-1
pigtail,n,0
pike,n,0
pilaf,n,0
pilaff,n,0
pilaster,n,0
pile,v,0
piles,n,0
pileup,n,-1
pilfer,v,-2
pilferer,n,-2
pilgrim,n,0
pilgrimage,n,0
pill,n,0
pillage,v,-2
pillar,n,0
pillbox,n,0
pillion,n,0
pillory,v,-2
pillow,v,0
pillowcase,n,0
pilot,v,0
pilothouse,n,0
pimento,n,0
pimiento,n,0
pimp,v,-1
pimple,n,-1
pimply,adj,-1
pin,v,0
pinafore,n,0
pinball,n,0
pincers,n,0
pinch,v,-1
pincushion,n,0
pine,v,-1
pineapple,n,0
ping,v,0
pinhead,n,0
pinhole,n,0
pinion,v,-1
pink,adj,0
pink,v,0
pinkeye,n,-1
pinkie,n,0
pinkish,adj,0
pinky,n,0
pinnacle,v,2
pinochle,n,0
pinpoint,v,0
pinprick,n,-1
pinstripe,n,0
pinstriped,adj,0
pint,n,0
pinto,n,0
pinup,n,1
pinwheel,n,0
pioneer,v,0
pious,adj,1
piously,adv,1
pip,v,0
pipe,v,0
pipeline,n,0
piper,n,0
piping,adv,0
pippin,n,0
pipsqueak,n,-2
piquancy,n,1
piquant,adj,1
pique,v,-1
piracy,n,-2
piranha,n,-1
pirate,v,-2
piratical,adj,-1
pirouette,v,0
piss,v,-1
pissed,adj,-2
pistachio,n,0
pistil,n,0
pistillate,adj,0
pistol,n,0
pistol-whip,v,-2
piston,n,0
pit,v,0
pita,n,0
pitch,v,0
pitch-black,adj,0
pitchblende,n,0
pitch-dark,adj,0
pitcher,n,0
pitchfork,v,0
pitchman,n,0
piteous,adj,-1
piteously,adv,-2
pitfall,n,-1
pith,v,0
pithily,adv,1
pithy,adj,0
pitiable,adj,-1
pitiably,adv,-1
pitiful,adj,-1
pitifully,adv,-2
pitiless,adj,-1
pitilessly,adv,-2
pittance,n,-1
pitter-patter,adv,0
pitter-patter,v,0
pituitary,adj,0
pity,v,-1
pivot,v,0
pivotal,adj,2
pixel,n,0
pixie,n,0
pixy,n,0
pizza,n,0
pizzazz,n,2
pizzeria,n,0
pizzicato,adj,0
pizzicato,adv,0
pk.,n,0
pkg.,n,0
pkwy.,n,0
pl.,n,0
placard,v,0
placate,v,0
place,v,0
placebo,n,0
placement,n,0
placenta,n,0
placentae,n,0
placental,adj,0
placer,n,0
placid,adj,1
placidity,n,1
placidly,adv,1
plagiarism,n,-2
plagiarist,n,-2
plagiarize,v,-2
plague,v,-2
plaid,n,0
plain,adj,-1
plain,adv,0
plainclothesman,n,0
plainly,adv,0
plainness,n,0
plainspoken,adj,0
plaint,n,-1
plaintiff,n,0
plaintive,adj,-1
plaintively,adv,-1
plait,v,0
plan,v,0
plane,adj,0
plane,v,0
planet,n,0
planetaria,n,0
planetarium,n,0
planetary,adj,0
plank,v,0
planking,n,0
plankton,n,0
planner,n,0
plant,v,0
plantain,n,0
plantation,n,0
planter,n,0
plaque,n,0
plasma,n,0
plaster,v,0
plasterboard,n,0
plastered,adj,0
plasterer,n,0
plastic,adj,-1
plasticity,n,0
plate,v,0
plateau,n,0
plateaux,n,0
platen,n,0
platform,n,0
plating,n,0
platinum,n,0
platitude,n,-1
platonic,adj,0
platoon,n,0
platter,n,0
platypus,n,0
plaudit,n,2
plausibility,n,0
plausible,adj,0
plausibly,adv,0
play,v,0
playact,v,-1
playacting,n,-1
playback,n,0
playbill,n,0
playboy,n,-1
player,n,0
playful,adj,1
playfully,adv,1
playfulness,n,1
playground,n,0
playhouse,n,0
playmate,n,0
playoff,n,0
playpen,n,0
plaything,n,-1
playwright,n,0
plaza,n,0
plea,n,-1
plea-bargain,v,-1
plead,v,0
pleasant,adj,2
pleasantly,adv,2
pleasantness,n,1
pleasantry,n,1
please,adv,1
please,v,1
pleasing,adj,2
pleasingly,adv,1
pleasurable,adj,2
pleasurably,adv,1
pleasure,n,2
pleat,v,0
plebeian,adj,-1
plebiscite,n,0
plectra,n,0
plectrum,n,0
pled,v,0
pledge,v,0
plenary,adj,0
plenipotentiary,n,0
plenitude,n,2
plenteous,adj,1
plentiful,adj,1
plentifully,adv,1
plenty,adv,1
plethora,n,0
pleurisy,n,-2
plexus,n,0
pliability,n,0
pliable,adj,0
pliancy,n,0
pliant,adj,0
pliers,n,0
plight,n,-2
plinth,n,0
plod,v,0
plodder,n,-1
plop,adv,0
plop,v,0
plot,v,-1
plotter,n,0
plough,v,0
plover,n,0
plow,v,0
plowman,n,0
plowshare,n,0
ploy,n,-1
pluck,v,0
plucky,adj,2
plug,v,0
plum,adv,0
plumage,n,0
plumb,adj,0
plumb,adv,0
plumb,v,0
plumber,n,0
plumbing,n,0
plume,v,0
plummet,v,-2
plump,adj,0
plump,adv,0
plump,v,0
plumpness,n,-1
plunder,v,-2
plunge,v,-2
plunger,n,0
plunk,adv,0
plunk,v,0
plural,adj,0
pluralism,n,1
plurality,n,0
pluralize,v,0
plus,adj,1
plush,adj,2
plushy,adj,1
plutocracy,n,-1
plutocrat,n,-1
plutocratic,adj,-2
plutonium,n,0
ply,v,0
plywood,n,0
pneumatic,adj,0
pneumatically,adv,0
pneumonia,n,-2
poach,v,-1
poacher,n,-1
pock,v,0
pocket,v,0
pocketbook,n,0
pocketful,n,0
pocketknife,n,0
pocketknives,n,0
pockmark,v,-1
pockmarked,adj,-1
pod,v,0
podia,n,0
podiatrist,n,0
podiatry,n,0
podium,n,0
poem,n,0
poesy,n,0
poet,n,0
poetess,n,0
poetic,adj,2
poetical,adj,2
poetically,adv,2
poetry,n,0
pogrom,n,-3
poignancy,n,0
poignant,adj,0
poignantly,adv,0
poinsettia,n,0
point,v,0
point-blank,adj,0
point-blank,adv,0
pointed,adj,0
pointedly,adv,0
pointer,n,0
pointless,adj,-1
pointlessly,adv,-2
pointlessness,n,-2
pointy,adj,0
poise,n,2
poison,v,-2
poisoner,n,-2
poisonous,adj,-2
poisonously,adv,-2
poke,v,0
poker,n,0
pokey,adj,-1
poky,adj,-1
polar,adj,0
polarity,n,0
polarization,n,-1
polarize,v,-1
pole,v,0
polecat,n,0
polemic,adj,-2
polemical,adj,-2
polestar,n,0
police,v,0
policeman,n,0
policewoman,n,0
policy,n,0
policyholder,n,0
polio,n,-2
poliomyelitis,n,-2
polish,adj,0
polish,v,0
polite,adj,2
politely,adv,2
politeness,n,2
politic,adj,1
political,adj,0
politically,adv,0
politician,n,0
politicize,v,-1
politico,n,0
politics,n,0
polity,n,0
polka,v,0
poll,v,0
pollen,n,0
pollinate,v,0
pollination,n,0
polliwog,n,0
pollster,n,0
pollutant,n,-1
pollute,v,-2
polluter,n,-1
pollution,n,-1
pollywog,n,0
polo,n,0
polonaise,n,0
poltergeist,n,-1
polyester,n,0
polyethylene,n,0
polygamist,n,-1
polygamous,adj,-1
polygamy,n,-1
polyglot,adj,0
polygon,n,0
polygonal,adj,0
polygraph,n,0
polyhedron,n,0
polymath,n,0
polymer,n,0
polynesian,adj,0
polynomial,adj,0
polyp,n,-1
polyphonic,adj,0
polyphony,n,0
polysyllabic,adj,0
polysyllable,n,0
polytechnic,n,0
polytheism,n,0
polytheist,n,0
polytheistic,adj,0
polyunsaturated,adj,0
pomade,v,0
pomegranate,n,0
pommel,v,-1
pomp,n,2
pompadour,v,0
pompom,n,0
pompon,n,0
pomposity,n,-2
pompous,adj,-2
pompously,adv,-2
poncho,n,0
pond,n,0
ponder,v,0
ponderous,adj,-1
ponderously,adv,-1
poniard,v,0
pontiff,n,0
pontifical,adj,-1
pontificate,v,-1
pontoon,n,0
pony,n,0
ponytail,n,0
pooch,v,0
poodle,n,0
pooh,n,0
pooh-pooh,v,-1
pool,v,0
poop,n,-1
pooped,adj,-1
poor,adj,-1
poorhouse,n,0
poorly,adj,-2
poorly,adv,-2
pop,adj,0
pop,adv,0
pop,v,0
pop.,n,0
popcorn,n,0
pope,n,0
popgun,n,0
poplar,n,0
poplin,n,0
popover,n,0
poppa,n,0
poppy,n,0
poppycock,n,-1
populace,n,0
popular,adj,2
popularity,n,2
popularization,n,0
popularize,v,0
popularly,adv,2
populate,v,0
population,n,0
populism,n,0
populist,adj,0
populous,adj,0
porcelain,n,0
porch,n,0
porcupine,n,0
pore,v,0
pork,n,0
porn,n,-2
porno,n,-2
pornographic,adj,-2
pornography,n,-2
porosity,n,0
porous,adj,0
porphyry,n,0
porpoise,n,0
porridge,n,0
port,adj,0
port,v,0
portability,n,0
portable,adj,1
portage,n,0
portal,n,0
portcullis,n,0
portend,v,0
portent,n,-1
portentous,adj,0
porter,v,0
porterhouse,n,0
portfolio,n,0
porthole,n,0
portico,n,0
portion,v,0
portliness,n,0
portly,adj,0
portmanteau,n,0
portmanteaux,n,0
portrait,n,0
portraiture,n,0
portray,v,0
portrayal,n,0
portuguese,adj,0
pose,v,0
poser,n,0
poseur,n,-2
posh,adj,1
posit,v,0
position,v,0
positive,adj,2
positively,adv,2
positron,n,0
poss.,n,0
posse,n,0
possess,v,0
possessed,adj,-2
possession,n,0
possessive,adj,-2
possessively,adv,-2
possessiveness,n,-1
possessor,n,0
possibility,n,0
possible,adj,1
possibly,adv,0
possum,n,0
post,v,0
postage,n,0
postal,adj,0
postcard,n,0
postdate,v,0
poster,n,0
posterior,adj,0
posterity,n,0
postgraduate,adj,0
posthaste,adj,1
posthumous,adj,0
posthumously,adv,0
postlude,n,0
postman,n,0
postmark,v,0
postmaster,n,0
postmistress,n,0
postmodern,adj,0
postmortem,adj,0
postnatal,adj,0
postoperative,adj,0
postpaid,adj,0
postpartum,adj,0
postpone,v,0
postponement,n,-1
postscript,n,0
postulate,v,0
posture,v,0
postwar,adj,0
posy,n,0
pot,v,0
potable,adj,1
potash,n,0
potassium,n,0
potato,n,0
potbellied,adj,-1
potbelly,n,-1
potboiler,n,0
potency,n,0
potent,adj,1
potentate,n,-1
potential,adj,1
potentiality,n,0
potentially,adv,0
potful,n,0
potholder,n,0
pothole,n,-1
potion,n,0
potluck,n,0
potpie,n,0
potpourri,n,0
potshot,n,-1
potter,v,0
pottery,n,0
pouch,v,0
poultice,v,0
poultry,n,0
pounce,v,0
pound,v,0
pour,v,0
pout,v,-1
poverty,n,-2
poverty-stricken,adj,-2
powder,v,0
powdery,adj,0
power,v,0
powerboat,n,0
powerful,adj,2
powerful,adv,2
powerfully,adv,2
powerhouse,n,1
powerless,adj,-2
powerlessly,adv,-2
powwow,v,0
pox,n,-2
pp.,n,0
practicability,n,1
practicable,adj,1
practical,adj,1
practicality,n,0
practically,adv,1
practice,v,0
practiced,adj,1
practise,n,0
practitioner,n,0
pragmatic,adj,1
pragmatically,adv,2
pragmatism,n,0
pragmatist,n,1
prairie,n,0
praise,v,1
praiseworthy,adj,2
praline,n,0
prance,v,0
prancer,n,0
prank,v,-1
prankster,n,-1
prate,v,-1
pratfall,n,-1
prattle,v,-1
prawn,v,0
pray,v,0
prayer,n,0
preach,v,0
preacher,n,0
preamble,v,0
prearrange,v,0
prearrangement,n,0
precarious,adj,-1
precariously,adv,-2
precaution,n,0
precautionary,adj,0
precede,v,0
precedence,n,0
precedent,adj,0
preceding,adj,0
precept,n,0
precinct,n,0
precious,adj,2
precious,adv,2
preciously,adv,2
preciousness,n,2
precipice,n,-1
precipitate,adj,0
precipitate,v,-1
precipitately,adv,0
precipitation,n,0
precipitous,adj,-1
precis,v,0
precise,adj,1
precisely,adv,1
preciseness,n,2
precision,n,2
preclude,v,0
precocious,adj,1
precociously,adv,1
precociousness,n,0
precocity,n,0
preconceive,v,0
preconceived,adj,-1
preconception,n,-1
precondition,v,0
precursor,n,0
predate,v,0
predator,n,-2
predatory,adj,-2
predecease,v,0
predecessor,n,0
predestination,n,0
predestine,v,0
predetermine,v,0
predicament,n,-1
predicate,v,0
predication,n,0
predict,v,0
predictable,adj,0
predictably,adv,0
prediction,n,0
predilection,n,0
predispose,v,0
predisposition,n,0
predominance,n,0
predominant,adj,0
predominantly,adv,0
predominate,adj,0
predominate,v,0
preeminence,n,3
preeminent,adj,3
preeminently,adv,2
preempt,v,0
preemption,n,0
preemptive,adj,0
preen,v,0
preexist,v,0
prefab,adj,0
prefabricate,v,0
prefabrication,n,0
preface,v,0
prefatory,adj,0
prefect,n,0
prefecture,n,0
prefer,v,0
preferable,adj,1
preferably,adv,0
preference,n,0
preferential,adj,1
preferment,n,0
prefigure,v,0
prefix,v,0
pregnancy,n,0
pregnant,adj,0
prehensile,adj,0
prehistoric,adj,0
prehistory,n,0
prejudge,v,-1
prejudgment,n,-1
prejudice,v,-2
prejudiced,adj,-2
prejudicial,adj,-2
prelate,n,0
preliminary,adj,0
prelude,v,0
premarital,adj,0
premature,adj,-2
prematurely,adv,-1
premeditate,v,0
premeditated,adj,-1
premeditation,n,0
premenstrual,adj,0
premier,adj,2
premier,v,1
premiere,adj,2
premiere,v,0
premise,v,0
premises,n,0
premium,adj,2
premonition,n,-1
premonitory,adj,0
prenatal,adj,0
preoccupation,n,0
preoccupied,adj,0
preoccupy,v,-1
preordain,v,0
prep,n,0
prep.,n,0
prepackage,n,0
prepaid,adj,0
preparation,n,0
preparatory,adj,0
prepare,v,0
preparedness,n,2
prepay,v,0
preponderance,n,0
preponderant,adj,0
preposition,n,0
prepositional,adj,0
prepossessing,adj,2
preposterous,adj,-2
preppie,n,0
preppy,adj,0
prerecord,v,0
prerequisite,adj,0
prerogative,n,0
pres.,n,0
presage,v,0
preschool,adj,0
preschooler,n,0
prescience,n,0
prescient,adj,1
prescribe,v,0
prescription,adj,0
prescriptive,adj,0
presence,n,0
present,adj,0
present,v,0
presentable,adj,1
presentation,n,0
present-day,adj,0
presentiment,n,-1
presently,adv,0
preservation,n,0
preservative,adj,0
preserve,v,0
preserver,n,1
preset,adj,0
preshrunk,n,0
preside,v,0
presidency,n,0
president,n,0
presidential,adj,0
press,v,0
pressing,adj,0
pressure,v,-1
pressurization,n,0
pressurize,v,-2
prestige,n,2
prestigious,adj,2
presto,adj,0
presto,adv,0
presumable,adj,0
presumably,adv,0
presume,v,0
presumption,n,-1
presumptive,adj,0
presumptuous,adj,-2
presumptuously,adv,-2
presuppose,v,0
presupposition,n,0
preteen,adj,0
pretend,adj,-1
pretend,v,-1
pretend,v,-1
pretender,n,-2
pretense,n,-1
pretension,n,-1
pretentious,adj,-2
pretentiously,adv,-2
pretentiousness,n,-1
preterit,n,0
preterite,n,0
preternatural,adj,0
pretext,n,-1
prettify,v,1
prettily,adv,2
prettiness,n,2
pretty,adj,2
pretty,adv,2
pretzel,n,0
prevail,v,1
prevailing,adj,0
prevalence,n,0
prevalent,adj,0
prevaricate,v,-1
prevarication,n,-2
prevaricator,n,-2
prevent,v,0
preventable,adj,0
preventative,adj,0
prevention,n,0
preventive,adj,0
preview,v,0
previous,adj,0
previously,adv,0
prewar,adj,0
prey,v,-2
price,v,0
priceless,adj,3
pricey,adj,-1
prick,v,-1
prickle,v,-1
prickly,adj,-1
pride,n,0
priest,n,0
priestess,n,0
priesthood,n,0
priestly,adj,1
prig,n,-2
priggish,adj,-2
prim,adj,-1
prim,v,0
primacy,n,0
primal,adj,0
primarily,adv,0
primary,adj,1
primate,n,0
prime,adj,2
prime,v,0
primer,n,0
primeval,adj,0
primitive,adj,-1
primitively,adv,-1
primly,adv,-1
primness,n,0
primordial,adj,0
primp,v,0
primrose,n,0
prince,n,0
princely,adj,1
princess,n,0
principal,adj,0
principality,n,0
principally,adv,1
principle,n,0
principled,adj,2
print,v,0
printer,n,0
printing,n,0
printout,n,0
prior,adj,0
prioress,n,0
prioritize,v,0
priority,n,0
priory,n,0
prism,n,0
prismatic,adj,0
prison,n,-2
prisoner,n,-2
prissiness,n,-2
prissy,adj,-1
pristine,adj,1
privacy,n,0
private,adj,0
privateer,n,0
privately,adv,0
privation,n,-2
privet,n,0
privilege,v,1
privileged,adj,2
privy,adj,0
prize,adj,2
prize,v,1
prize,v,2
prizefight,v,0
prizefighter,n,1
pro,adj,2
pro,adv,2
proactive,adj,2
probability,n,0
probable,adj,0
probably,adv,0
probate,v,0
probation,n,0
probationary,adj,-1
probationer,n,0
probe,v,0
probity,n,0
problem,n,-2
problematic,adj,-1
problematical,adj,-1
problematically,adv,-2
proboscis,n,0
procedural,adj,0
procedure,n,0
proceed,v,0
proceeding,n,0
proceeds,n,0
process,v,0
procession,n,0
processional,adj,0
processor,n,0
pro-choice,adj,1
proclaim,v,0
proclamation,n,0
proclivity,n,0
procrastinate,v,-1
procrastination,n,-1
procrastinator,n,-1
procreate,v,0
procreation,n,0
proctor,v,0
procure,v,0
procurement,n,0
procurer,n,0
prod,v,0
prodigal,adj,-2
prodigious,adj,2
prodigiously,adv,2
prodigy,n,3
produce,v,0
producer,n,0
product,n,0
production,n,0
productive,adj,2
productively,adv,2
productiveness,n,2
productivity,n,2
prof,n,0
profanation,n,-2
profane,adj,-2
profane,v,-2
profanely,adv,-2
profanity,n,-2
profess,v,0
professed,adj,0
profession,n,0
professional,adj,2
professionalism,n,2
professionally,adv,2
professor,n,0
professorial,adj,0
professorship,n,0
proffer,v,0
proficiency,n,1
proficient,adj,2
proficiently,adv,2
profile,v,0
profit,v,1
profitable,adj,2
profitably,adv,2
profiteer,v,-2
profligacy,n,-2
profligate,adj,-2
profound,adj,2
profoundly,adv,2
profundity,n,0
profuse,adj,1
profusely,adv,0
profusion,n,0
progenitor,n,0
progeny,n,0
progesterone,n,0
prognoses,n,0
prognosis,n,0
